"name","is_positive","text"
2368,1,"the apostle is a hard worker willing to take on any odd job necessary to obtain the funds for his church ."
2369,1,"we appreciate malcolm's domestic dilemma , but we identify with cole , recalling our fears of the bogeyman or the closet monster or the thing under the bed ."
2371,1,""" 
in short , i like this guy , and am a sucker for the way he tells his stories ."
2372,1,"by and large the rest of the cast performs admirably and comfortably ."
2373,1,"( ironically , it was within these past ten years that "" reality-based "" television have become a predominant fixture into our culture ."
2374,0,"so , if tom green screams in an empty theater , does he make a sound ?"
2375,1,"turbo ( joey simmrin ) , the school's chubby bully , beats up on him , spiders frighten him , and , most embarrassing of all , he can't speak when in the presence of his would-be girlfriend ."
2376,1," "" jaws "" is a rare film that grabs your attention before it shows you a single image on screen ."
2377,0,"vinny , an unwilling part of the said group , is called upon to set a trap for his friend ."
2379,1,"' 
stunned , smith pleads , "" then , for the love of god , don't be a detective ."
2380,1,"in smaller parts are the afore-mentioned neil patrick harris as johnny's best friend and jake busey ( gary's son ) as johnny's sidekick ; the latter excels at playing creeps ( see "" the frighteners "" or "" contact "" ) but seems off-kilter as a second banana ."
2381,1,"first he calls a lobbyist from the insurance industry to get a bribe - a $10 million life insurance policy in his daughter's name ."
2382,0,"and while this film is awful , she manages to come away from it virtually unscathed ."
2383,1,"also , the near-final scene , in a senate judiciary hearing room is disappointing ."
2384,0,"to pull something like this off , you need to have a sense of wit and style , with a heavy dosage of humor to back up the process if the fright factor ever declines ."
2385,1,"life is beautiful is a self-proclaimed fable , one which tells its story in grand , two-part fashion ."
2388,1,"mullan , in particular , puts an arc on his character , gordon , as the troubled guy who slowly and inexorably falls under the pressures of family , job and , finally , danvers state hospital ."
2389,1,"in old bond movies bond sometimes teamed up with american cia agent felix leiter ."
2390,0,"it's made up of every element of science fiction , but at no time does it evoke the slightest amount of wonderment the genre was meant for ."
2391,1,"if there's one horrible thing about many horror films , it's that the protagonists are morons who you can't help but shout obscenities at , and for the most part , "" child's play "" steers away from that ."
2392,0,"first off , upon their initiation into the skulls , each new member has to have a skull branded onto their arm ."
2393,1,"the most original visual sequence in the film occurs during a dream moses has ."
2397,0,"if you're the kind of person who goes to see movies just because you long for some of that overpriced theatre popcorn ( butter optional ) , then this is the movie for you !"
2398,0,"chris o'donnell , once considered a rising star , successfully burns up on reentry with this performance ."
2399,0,"there is but one fight sequence about fifteen minutes in ( not counting a ludicrous scene where two teenage girls beat up several dozen trained martial artists -- another misguided attempt at humour ) ."
2400,1,""" 
these monsters are appropriately terrifying sights , especially the arachnids , a spider-scorpion-crab combo that's all sharp talons and even sharper legs ."
2401,0,"james foley knows a lot about characters and acting , and those are the strengths of the corruptor ."
2402,0,"those who want to see the movie will see it no matter what i write or their friends say ."
2403,1,"although it takes a second to get back into the right mode after this premise has been left for a moment , it's better than overkilling the whole concept post haste ."
2405,1,"katie is the more organized , sophisticated type , who wants to plan everything out , while ben is a spontaneous , adventurous individual who doesn't mind doing things differently than they were planned ."
2408,0,"a case in point : whenever anyone sees the brothers together , they fall to the ground in a dead faint ."
2409,0,"but the whole scene is done badly , and i was just hoping we could see the stupid squid ."
2410,1,"in one of the film's funniest scenes , something goes wrong ( i won't ruin it for those who know nothing about the film ) and ted is unable to face mary ever again ."
2411,1,"roberto benigni's work here has been compared with some of the best of chaplin's , and it is easy to see why ."
2412,1,"the video has been out for fifteen years now ( good lord , has it been that long ?"
2413,0,""" 
perhaps it was patently obvious to him that eddie isn't a movie -- it's a cameo appearance that trips over a plot every once in a while ."
2414,0,"i understand and accept the hype -- it's just what happens when the prequel to the most widely beloved films of all time get released ."
2416,0,"i can only imagine if this was an imax film , this city kid would surely never go in the water again ."
2417,0,"after being pushed off the ravine , the bad guy is of course assumed dead ."
2418,1,"he admits that he has to 'bend the rules' a bit , including actively encouraging at least one brutal "" payback "" ."
2423,0,"the plot is a convoluted accumulation of nonsense probably borrowed from a dozen bad movies ."
2425,1,"george is basically a loser ; his daydreams and smart-alec attitude perpetually prevent him from holding onto a job for more than two weeks ."
2426,1,"the supporting players merely step aside and allow williams to do his thing ."
2427,0,"and his numerous twists can't even claim to be originals ; arlington rd's ending is a direct steal from the much better alan j ."
2429,1,"in addition , he even has a best friend ( and future sweetheart ) in the lovely , wealthy aloise , whose father strongly disapproves of her hanging out with `lower-class' nello ."
2430,0,"the main character , played by tea leoni , is a low-level broadcast journalist for msnbc ( and that's the mere tip of the product-placement iceberg ) who stumbles upon a huge government conspiracy ."
2431,0,") 
racial politics obviously prevented the filmmakers from pairing dull rita romantically with west , despite the movie's "" hip "" attitude toward the black thing ."
2433,0,"the only problem is , arnold has to win , so in the end , nobody really cares ."
2434,0,"the writers apparantly deemed it necessary to lower the target audience from teens to preschoolers ."
2435,0,"naturally , she wants to be compensated , and they offer her a front row seat and the chance for the first question ."
2437,1,"little do they know , they are already in love with each other over the internet , only neither party knows the other person's true identity ."
2438,1,"sidney longstreet and peter lorre were here mainly to give a mystic flavour spotted in a previous bogart classic - john huston's maltese falcon ; yet both of them managed to portray colourful and original characters ."
2439,1,"the rest of the cast is equally magnificent , including : james woods , j ."
2441,0,"finally , they meet nadia ( joanna pacula ) who explains their situation : a computer virus has taken over the ship !"
2442,1,"every morning and evening , carlos nunez ( jay hernandez ) takes a two-hour bus ride in order to attend pacific high school ."
2444,0,"belonging more to the genre of courtroom drama than erotic thriller , woman of desire distinguishes itself from similar films by having almost all characters behaving like total idiots ."
2445,1,"the love scene between austin and ivana humpalot , that redefines chess and oral sex ."
2448,0,"after all , there's a woman named foster ( jamie lee curtis ) out there stopping the computer virus ."
2451,1,"nicolas cage stars as seth , an angel who , like all of his angel counterparts , is present to lead the dying to heaven ( or somewhere just like it ) ."
2453,1,"critique : good little flick that slows down at certain points , and runs a tad long , but generates enough twists and turns to keep most people interested throughout ."
2454,1,"the sepia-toned atmosphere is made all the more fascinating thanks to a terrific soundtrack which emits velvet forebodings , shrills of intrigue and crescendos that tell us of life and death situations that are about to occur ."
2455,1,"we pull back and see that the dark front room's window has it's curtains open ."
2456,1,"endless toys lining the shelves , endless news reports , and a multi-billion dollar advertising campaign makes it all the more difficult ."
2457,0,"the story is so incomprehensible , and told so bombastically , it's akin to 129 minutes of someone screaming punishments at you in a foreign tongue ."
2459,0,"the introduction of the manic , psychotic cliff ( lochlyn munro ) , a potential roommate for josh and cooper , brings some demented life to the uninspired proceedings before being hastily written out in favor of two less interesting candidates : paranoid nerd buckley ( randy pearlstein ) and british death rocker matt ( corey page ) ."
2460,1,"and burbank , california , brings to mind the tonight show and the home of nbc ."
2461,1,"campbell is probably the best in the film and shows her wide range of talent ."
2462,0,"there is no plot anywhere , and the "" dialogue "" is unrelentingly shallow , preposterous , and boring ."
2463,1,"unfortunately , he's barely in the film , and for the first hour dosen't appear at all !"
2464,1,"certain scenes are so precisely executed , perfectly framing moments that are absolutely fall-down funny ."
2465,0,"big momma's house is the definition of a "" gimmick "" movie if there ever was one ."
2466,1,"sean connery , who won an academy award for best supporting actor in his role , plays malone , an aging cop who decides to make one final run as a member of the untouchables ."
2467,1,"as a science fiction action-thriller , robocop is extremely effective ."
2468,0,"the people in "" wild things "" are not so much people as they are caricatures ."
2469,1,"that he is depicted as a monster creating another monster , much like frankenstein was created , is the argument skewed by the director against his bad science ( science as a business ) as opposed to the good science ( science that cares about the small farmer ) , which is represented by the handsome and almost perfect gentleman , alex vine ( david ) , a young ecologist who chooses to work in the field , trying to get the farmers to go back to organic farming ."
2472,1,"switching the gender makes the tale seem more contemporary , and it also raises questions about margaret's motives ."
2473,0,"it's as if the film ran out of the guts to be really complex and original about a third of the way in , and decided to just fall back on an easy way out , and that just happens to mean that it has to become less and less credible ."
2474,1,"ghost dog wordlessly executes his task , witnessed by louise , whom he spares , as she sits watching a betty boop cartoon , clutching a copy of the book , roshomon ."
2475,1,"once found , it turns out that mary has more than one suitor , and that's when the real fun begins ."
2477,0,"i'll tell you why , it's because we wouldn't have a ( bad ) movie otherwise , that's why !"
2479,1,"lisa kudrow , barely seen as crystals' estranged wife to be , basically reprises her phoebe role from t ."
2480,1,"it claims that this picture-perfect image is just that -- an image , and hiding behind it are lives much darker than common knowledge would have it ."
2481,1,"many audiences will simply be bewildered by it , rather than engaged , which is a shame , because this movie amply repays a little emotional and intellectual investment ."
2482,0,"but in this crap ensemble director's film , all four give pitiful efforts ."
2483,1,"of course , there is pain to go along with all this , but for seth , it will be worth it ."
2485,0,"but when some secret government types seem to take an interest in jerry's ideas and his limited-circulation "" conspiracy theory "" newsletter , he finds himself in danger and in real need of alice's help ."
2486,1,"although his mission is successful , he is placed in a serious predicament when a toy collector named al ( voice of wayne knight ) spies woody while hunting through the wares available at the sale ."
2487,0,"didn't he have anyone who could step back from the shooting and make sure there was a coherent story ?"
2488,1,"pyle proves that not everyone is emotionally , physically , and mentally cut out for the life of a marine ."
2490,1,"while creating bacon's world of friends ( like "" high art , "" this film minors in showing a certain group of people who radiate a connection that is not shown but is understood ) , the film shows the relationship of bacon and george as it remains rather stagnant ."
2491,0,"in the midst of this murderous frenzy , there's spader's psychologist , played by marisa tomei , who is even less convincing as a medical professional than jennifer lopez in "" the cell ."
2492,1,"egoyan has always been a talented , but distant and cerebral filmmaker whose work suffered only in that it felt so cold ."
2494,0,"naturally , the dean of the medical school ( bob gunton ) hates patch , and wants to thwart his plans , even though patch gets the highest scores on all of his exams ."
2495,1,"now , the filmmakers might have perfectly good explanations for this , and i could probably come up with something fairly convoluted ( but nevertheless logical ) if i thought about it hard enough ( for example , the reason john gets advance information of the serial killer's murders was because the change had already happened in frank's world , and john is only witnessing the * projection * of that change ) , but explanations aren't really the point ."
2496,1,"woody's a flawed guy , and we know it , but we love him anyway , because he's really funny and really witty and really intelligent ."
2497,0,"to provide video footage , he films his children dressed in native garb ."
2498,1,"you'll find yourself mentally retracing your steps through the film to see if you actually saw what you think you did once the credits roll ."
2499,1,"movies nowadays , take grumpy old men for example , just don't have that extra spark there ."
2500,1,") , does have an annoying hip-hoppy soundtrack that just got on my nerves after a while ( i also would have gotten rid of the whole acupuncture thang ."
2502,1,"potatohead ( voice of don rickles ) , and slinky ( voice of jim varney ) , go out on a dangerous journey to rescue their friend , they find themselves confronting things like busy streets and other buzz lightyear toys ."
2503,1,"though i will * not * give it away ; sorry ) is strong and powerful enough for us to identify with the characters ."
2504,0,"in the process , he meets gio's mistress gina zamora ( played by rosie vela ) and starts relationship with her too ."
2505,1,"but then one day as truman leaves his house for work , a klieg light falls magically from the sky ."
2506,1,"barlow , elgin , and vig discover during a round up of iraqi captives an "" ass-map "" that points to a bunker filled with gold bullion ."
2508,0,"for one thing , a white leading actor who has a black daughter does leave some curiosity ."
2510,1,"howard , helpless against the force of chad's will , agrees to the plan ."
2512,0,"not only do we get the usual tired sports chestnuts , but the banal rich girl-poor boy love story is tossed in for good measure ."
2513,1,"while the two are arguably freaky people , we at least know they love to live on the edge ."
2514,0,"it's a direct rip-off of nearly every james cameron film ( aliens , the abyss , and the terminator films are the most plagiarized ) ; more importantly , it's basically the same movie as last year's deep rising ."
2515,1,"he plays a grave digger who has buried more white soldiers than he cares to remember ."
2516,0,"the whole movie is like this , perhaps the result of some unkind cuts that happened during the eighteen months that the film sat on the shelf ."
2520,1,"with both films , my head cared about neither story , but only "" everyone says i love you "" was able to make my heart sing . 
"
2521,0,"also along the way are some other messages mashed together to create an even more overwhelming experience ."
2522,1,"as he encounters each member of his new family , promising each that he will send a postcard when he arrives at his final destination , he grows a little bit more spiritually and emotionally ."
2524,0,"the list of movies from which charlie's angels is directly lifted is equally astonishing ."
2525,1,"not only are there many , many more ships , but their speed and range of movement have been dramatically improved ."
2527,1,"ernie dingo brings a great deal of understanding to this role as the man in the middle ."
2528,1,"a significant chunk of gridlock'd is devoted to spoon and stretch's flight from d-reper and from the police , and those sub-plots serve up some thoroughly predictable moments ."
2529,0,""" heartbreakers "" is soulless , inept and , at 123 minutes , at least a half-hour too long ."
2530,0,"there is nothing spared in nyc from fire bombs -- including the subway , churches , and luxury buildings ."
2532,0,"the film then picks up at that point , an eighteen year old dade murphy hacking away at the computer ."
2533,1,"at one point , craig says , "" do you know what a metaphysical can of worms this portal is ?"
2534,1,"if so , the devil's advocate messes up completely , and ironically , i felt more depressed because of the ending as is now , than i would have if it had ended ten minutes early ."
2536,0,"his biggest miscue was to cast his wife , milla jovovich ( the fifth element ) in the title role ."
2537,0,"the president disclosed that other countries have been preparing their own caves ."
2538,1,"this thriller could easily have been boring during many sequences , but duguay always seemed to find something interesting to show the viewer ."
2539,0,"here , we have another case of "" the idiot plot , "" where not only could steve had done something about gavin and what happens to him , but he may have saved this film from being the dreary , dull film that it is without gavin , who gives it life and humor ."
2540,0,"star trek : insurrection had one nice , eerie , silent moment that hints at a better , darker film ."
2541,0,"while good comedies like rushmore , to choose a recent example , gets limited release and doesn't make a lot of money , big daddy got a huge release and has made a lot of cash ."
2542,1,"throughout this plot , there is huge explosions , thousands of deaths ( and i mean a lot of death ) swearing , sex , and everything else that make's a good verhoeven ( director of basic instinct and starship troopers ) movie ."
2544,1,"27/98 ) 
starring brad pitt , anthony hopkins , claire forlani 
in "" meet joe black "" , brad pitt plays death ."
2545,0,"the woman wants welles to locate the young girl in the film , hopefully to disprove that it is in fact a snuff film ."
2546,0,"even with some of the worst material of her career to deal with , she is still a treat to watch in her role as sandler's overprotective and overbearing mama ."
2547,1,"also , some critics were prone to attack this film as too amerocentric and hard on russians , who were portrayed as evil monsters , just in line with most virulent cold war rhetoric of reagan's america ."
2549,0,"this is one example ( there are actually some more in instinct alone ) of filmmakers insulting the audience's intelligence ."
2552,1,"both freeman and tandy seem to be in their element , in full command of their natural charisma ."
2553,1,"this speaks volumes towards the importance of state funding for culture , as one cannot imagine such an entertaining , original and vital film being made in a traditional setting where conformity and formula rule the day ."
2554,1,"but maglietta and ganz , who act with restraint and care , help bread and tulips from becoming a tired retread ."
2556,0,"this doesn't only make him an awfully predictable sort , but it also means that not a single scene in "" end of days "" goes by without unnecessarily graphic violence , or the odd kinky sexual encounter ( yet another bit that had me scratching my head ) ."
2557,0,"if you think that this ridiculous set-up couldn't even fill five minutes of screen time without causing you to roll over laughing , this might not be your cup of tea ."
2558,0,"tensy ( hackman , in hideous make-up ) , a decrepit tobacco tycoon obsessed with the joys of smoking ."
2559,0,"but she never seems to get out of the gray area , and in doing so she makes a mockery out of his otherwise good performance ."
2562,0,"and the aliens are about as anticlimactic as demi moore's breasts in "" striptease ."
2563,1,"i even looked at my watch a couple times , to make sure ephron was going to deliver the big onscreen kiss i was waiting for , so that i could get home at a reasonable hour ."
2564,0,"written by andrew kevin walker , 8mm dissipates into a poor man's seven , with all the violence but little of the effectiveness that made the latter such a chilling masterpiece ."
2565,1,"but those nice touches fail to enliven a film that is too slow or make up for a lackluster ending ."
2566,1,""" everyone says i love you "" was more of a great idea than a great film ."
2567,1,"with clever parallels to the cult of celebrity , music and with incredibly direct narration , it addresses the average audience member , in other words -- people like you and me ."
2568,0,"perhaps they thought it was a parody of the sniggering sex comedies of the '60s ."
2569,0,"in fact , it might even be the worst * major * release film to come out in years ."
2572,0,"well , convict one manages to stop the flight in its proverbial "" tracks "" and liotta , still as calm as ever , takes the other convict out ."
2573,0,"even jason lee , a personal favorite of mine , was left out to dry with lame dialogue and one of the phoniest romances to hit the big screen in a while ."
2576,1,"while the tongue-in-cheek , parodic element is still noticeable in this film , it's really a sideshow to a broader commentary on violence and the media and a more conventional horror story ."
2577,0,"this isn't heinlein , it's a bad wwii movie , one where all the most obvious points of satire are ever poked and prodded in combat scenes that are noisy , repetitive , and ultimately tiresome ."
2578,0,"she is supposed to be mean , but glenn close gave the character some depth in dangerous liaisons ."
2579,1,"but it has a satisfying handful of strong chuckles , wild characters and performances , and mildly harsh potshots at the fashion industry to keep you amused ."
2580,1,"despite the hardcore nature of the film and the subsequent nc-17 rating ( there's also an r-rated version , but i wouldn't even go near that thing ) , anyone looking for a quick turn-on should just rent a regular porno . 
"
2582,1,"however , rather than coming from dilbert creator scott adams , office space is instead based on the work of another animator , mike judge , creator of beavis and butthead and king of the hill ."
2584,0,"i thought arnold schwarzenegger had a knack for comedy when he made twins and true lies ."
2585,1,"the other problem with the timing of heist is that it involves airport security and clever ways to get around them ."
2586,1,"i also try to recommend films like this : ones that have not been seen by many people , but should . 
"
2587,1,"no , alien resurrection is not the great film that ridley scott's alien or the even greater film that james cameron's aliens was ."
2588,1,") , and he and his team of lawyers ( tony shalhoub , zeljko ivanek , and accountant william h ."
2589,1,"the script is a classy piece of work , featuring a master who can spit slime out of his mouth and nice dialogue , and the movie as a whole is one fans will love , and it is a good stand alone viewing for nonfans to enjoy the series ."
2590,1,"beavis & butt-head , being the ignorant fools that they are , think that he is offering them $10 , 000 dollars to have sex with his good looking wife ."
2591,1,"the only problem with the film is that it's not that funny , and it's billed as a comedy ."
2597,1,"jack black steals the show with a hilariously realistic performance as a total sleaze ball ."
2598,1,"' 
in the context of events to transpire , joe's line is prophetic , foreshadowing the internal conflict of the protagonist in the latter half of the film ."
2599,0,"it's difficult to be in suspense when you know what's about to happen ."
2601,0,"the film is not rated but should be considered nc-17 for violence , profanity , graphic sex , nudity and sadomasochism and is unacceptable for most teenagers . 
"
2603,0,"after all , "" blair witch "" thoroughly creeped me out , "" sixth sense "" was mildly spooky , and then "" stir of echoes "" had its moments , but wasn't anything i'd lose sleep over ."
2604,1,"it doesn't seem like he does much because he has very little spoken dialogue , but watch him closely during the film's one courtroom scene : his entire performance is in his eyes and his body language , and few actors could have pulled it off without being either silly or overbearing ."
2606,1,"at medical school , patch meets up with truman schiff ( daniel london ) , an outsider like himself who relishes patch's zest for humanity ."
2607,0,"the only--and i mean only--reason to see the 1998 version is for the special effects ."
2608,1,"the narration which fills the film ( and perplexes many ) not only lets us hear the narrators ( the characters themselves ) pontificate , but also lets us hear such of-the-moment thoughts as "" i'm scared ."
2609,1,"together they plot to steal a small fortune in gems from "" new york's finest taxi service "" --crooked cops who provide escort service for visiting drug kingpins ."
2610,0,"along with goodman is mathematician harry adams ( jackson ) , biologist beth halperin ( stone ) and ted fielding ( liev schrieber ."
2611,1,"that "" rounders "" ' story quickly molds itself into a conventional , predictable tale of redemption doesn't hinder its potency ."
2612,0,"a male friend who loved the film suggested to me that perhaps i cannot relate to a bunch of men who don't bare their souls , who believe in dying macho concepts like heroism and a kind of chest-beating bravery ."
2613,0,"it features one woman having her neck slashed , a set of twins forced to strip before being stabbed to death by a psychotic sexual deviant programmed by the cia ( judson scott ) , and another woman shot point-blank in the belly by hammer himself ."
2614,1,"there's an old saying that states something about leaving the best for last ."
2615,1,"if this film had no "" drama "" , then why was sigourney weaver nominated for best actress at the 1987 academy awards ?"
2616,0,"he ( and five convict cohorts ) manages to get selected for firefighting duty when a woodland blaze just happens to ignite nearby ."
2617,0,"just when i thought christina ricci was getting to be a good actress , she winds up doing this ."
2619,1,"instead of seeing people get bonked on the head , we get well-timed , clever gags that seem to have required some imagination to come up with ."
2621,0,"william weir , the creator of the "" event horizon , "" gets to come along for the ride ."
2622,0,"this odd similarity between the two movies may best be explained by the studio that produced it , where "" formula "" isn't just business , it's a way of life ."
2624,0,"in pay it forward leder continues in this vein with her intermittent dollops of cynicism seeming almost like a rebuttal : "" see my movie isn't as na ?"
2625,0,"any good shrink will listen to what his patient has to say no matter the subject because any good shrink will learn a great deal about his patient that way ."
2627,1,"goodman and sizemore are both electric ( well , mainly sizemore ) , but it's the phenomenal ving rhames who deserves a second look ."
2628,0,""" mystery science theater 3000 "" has skewered the bad films of the past , but let me tell you , it could do a number on the "" good "" ones too ."
2629,0,"the haunting is nothing but trash , but unfortunately , will still make a boatload of money ."
2630,1,"if you've seen private ryan , you owe it to yourself to see hamburger hill--if only to determine that the all the valour and horror of spielberg's vision was as present in the ashau valley as it was at omaha beach . 
"
2631,0,"they have resurrected yet another cartoon and turned it into a live action hodgepodge of expensive special effects , embarrassing writing and kid-friendly slapstick ."
2632,0,"for all this , i can't even comment on george clooney as batman - i hardly saw the guy !"
2633,1,"the plane takes off without them and explodes just as alex predicted ."
2634,1,"adapted from a pair of short stories by british novelist hanif kureishi , intimacy weaves desperate lovemaking between two strangers in london ."
2637,0,"he brings some good comic relief and life to an otherwise limp movie ."
2638,0,"what neither one realizes is that they are on opposite sides of the campaign : kevin is a sit-com writer brought in to punch up the republican candidate's speeches , while julia is the chief speech writer for the democratic candidate ."
2639,1,"the no-name cast also plays into verhoeven's treatment of heinlein's most controversial conceit ."
2641,1,"when fascists finally show their true colours and begin torturing their opponents , even this becomes opportunity for scenes of macabre humour ."
2643,0,"while many people will walk into the film expecting a big special effects fest with the asteroid blowing everything up ( as the trailers seem to promise ) , the film is actually more of a character study , if a very poor one ."
2644,1,"ultra-nationalist militants loyal to radek and lead by ivan korshunov ( gary oldman ) hijack the plane threatening to kill a hostage every half hour until the general is released ."
2645,1,"the script , written by ramis along with peter tolan and ken lonergan , starts off funny , remains funny for the most of the film , but sadly peters out somewhat during the last twenty minutes where it wrongly enters more serious territory ."
2647,0,"even the lame device of brenner and sunhill's sexual history provides a few winning zingers ."
2648,0,"but the bloodshed certainly remains : there's enough carnage on display here to satisfy those in search of purely visceral thrills , though please note that the admittedly pungent battle sequences containing all this death and dismemberment alternate with talky passages interminable in their dullness ."
2649,0,"as their motives become murky and unclear , the film finally falls to the point that it doesn't really matter who wins or loses , since all sides have become equally detestable ."
2651,0,"nor does he bring anything new--other than the locale--to the material ."
2652,1,"the river wild was one of the best action/suspense films i have seen from the 90s ."
2653,1,"and the film doesn't consistently question the military spirit as kubrick does in "" paths of glory "" ."
2654,1,"aside from stephens , nicole is the most complex character in the film , and it is she who ultimately decides the fate of the town and how the lawsuit will turn out ."
2655,0,"either way , i don't give a rat's ass because this movie is a dog and that's unfortunate because it actually did have some good points going for it ."
2656,1,"amazingly it's almost always easier than we dreaded and after finishing , that sense of oppressive apprehension melts away ."
2657,0,"taking even adolescent hormone surges into account , surely this chicken-bashing bit is a bit excessive , especially for prim puritan sensibilities ?"
2658,1,"the movie is also full of experimental stylistics that are relatively unused today , but probably because of that seem curiously fresh and new in van peebles' hands ."
2660,0,"when the two are fixing a flat , they almost run down new age pilgrim "" g "" ( murphy ) ."
2661,0,"and the machine they used to drive geoffrey's character mad ( see , i don't even remember their names ) ."
2662,1,"and to top everything off , all the performances rise to the occasion ."
2663,1,"darlene cates , a first-time actor , brings real pain to her scenes as gilbert's tortured mother , and laura harrington and mary kate schellhardt are solid as gilbert's sisters ."
2664,0,""" while they're still getting to point b , or getting up with the rest of the audience after the big explosion which signals that nothing else of any consequence is going to happen . 
"
2665,0,"this is director jonathan glazer's first film , but he has reputedly done some notable tv ads for guinness stout ."
2666,1,"there is a serious mystery to solve , and i enjoyed following a fun couple solving the mystery ."
2667,1,"i'm sure somewhere there are people who get aroused by car accidents , but i personally don't see a connection between car crashes and sex ."
2669,1,"( there's already enough cynicism in the film's mentioning of kuwait's oil-infested waters ."
2670,0,"leoni ends up in the anchor chair , broadcasting every step of the comet's collision course with earth ."
2672,1,"even at a normally trite length of ninety minutes , the film still seems like an arduous task to sit through , especially after an exhausting first hour ."
2673,1,"but one day , he finds out that it's probably possible that his desires can come true in the form of a business deal brought out by a black market geneticist ( or something ) , german ( "" wings "" ' tony shalhoub , who did like hundreds of cameos in films back in '97 : "" men in black , "" "" a life less ordinary "" ."
2675,0,"if you want to see a great keifer sutherland movie , go rent flatliners or young guns ."
2677,0,"when a pair of films from the same director gets released just three weeks apart , it could mean one of two things : that the recently overworked individual is due for a well-deserved rest , or that either of these movies has been sitting in a studio safe for a while and the timing is merely a coincidence ."
2678,1,"although , the mtv-style cuts did get on my nerves after a while during long sequences ."
2679,0,"where the ship came from is clarified , but how it ended up on the ocean floor in 1709 is merely alluded to ."
2680,0,"we're back in blade runner territory with this one , conceptual artist robert longo's vision of a william gibson-inspired future where information is the commodity to kill for ."
2681,1,"nevertheless , tandy manages to put enough of a personal stamp on the familiar character to make it her own ."
2682,0,"the problem we come to is that we've all seen this a few billion times before and this film doesn't break any new ground in the big-budget/hollywood/action genre ."
2684,0,"his young lawyer ( slater ) is fresh out of law school but determined to "" put alcatraz on trial "" for the abuses of it warden ( gary oldman ) ."
2685,0,"don't be fooled by the presence of up and coming talents matthew mcconaughey ( a time to kill ) and renee zellweger ( jerry maguire ) ."
2686,0,"creative jokes like this may seem like a clever idea , but not when they are used to death ."
2687,0,"woods is constantly overacting , which really saves the film from falling into the trap of serious self importance ."
2688,1,"his race is dying of a mysterious blood disease and he desperately is trying to find a cure , the key of which lies in the blood of humans ."
2689,1,"happily , this is an exception , especially when a fight breaks out between dr ."
2690,1,"the world has had this information for months , as most of the rioting and other assorted chaos has passed and governments have shut down operations ."
2691,0,"the audience doesn't necessarily laugh but groan ( the type of groan that suggests the audience can't believe they're watching this crap -- although watching it they are ) ."
2692,0,"director brian robbins previously helmed the kids feature good burger ( from nickelodeon films , a sister company of mtv ) and changes directions here a bit but still fails to make much of an impression ."
2693,1,"its penchant for parody is irresistible , discussions of the merits of film sequels and all ."
2694,0,"he is supposed to bring laughs for the kidlets , but even at age five i would have cringed while watching him ."
2695,1,"steve zahn gives a hilarious performance , and steals nearly every scene he's in ."
2696,0,"he stays for the entire movie but never respects the man with whom he shares a bed ."
2697,0,"also used as reference , was iceberg slim's best-seller pimp , the story of my life ."
2698,1,"it's ironic that this film probably would have gotten him back into real movies again , as he gives a fun and sincere performance ."
2699,0,"harrison is arrested , found guilty and sentenced to death , but escapes from a prison bus , of course , and then is pursued by a determined u ."
2700,0,"the "" comedy "" in this film is pathetic , obvious and dated ( oj simpson jokes galore ) ."
2701,1,"there is also one of the most unpleasant body disposal scenes yet seen on the screen ."
2702,0,"by admiting they lied on their resumes , and don't know a thing about construction !"
2703,0,"he's sunk his money in illegal financial activities and it's blown up in his face ."
2704,1,"antonio banderas , who is almost like a guilty pleasure these days ( i'm one of the few people who thinks he rocks ) , is extremely comanding in his performance , presenting a lovable narrator ."
2705,0,"35 : 1 , is enhanced for 16x9 televisions , and has been remastered in full thx glory ."
2706,1,"ingredients : man with amnesia who wakes up wanted for murder , dark science fiction city controlled by alien beings with mental powers ."
2707,1,"only when the final secret is revealed do you realize that shyamalan has been hinting at it throughout the movie ."
2712,1,"the gigs are getting better , their fame is increasing , and they have the fastest selling album in playtone records history ."
2713,1,"there is a reason classics are invented : to make sure that people will always have great movies to aid them in their quest for living life ."
2714,0,"where pitt is cold and unfeeling , cage is as warm and empathetic as the situation allows ."
2715,0,"it shows us none of the pleasure that should go along with it , and most of all , it fails to show us why its characters love making it so much if they seem to hate the act of actually doing it ."
2716,0,"there is liz , who oversleeps and so is running late for her appointment , prue who is getting married , geoff , liz's boyfriend , neil , her previous boyfriend , ant who has written a screenplay ."
2717,0,"i had a sinking feeling during these opening scenes ; generally , a hospital scene that is set with poor lighting , filthy interiors , and evil doctors is a sure sign that you are in the throes of a truly horrible movie ."
2718,1,"also remarkable is the animation , which puts hercules , an almost 'slap dash' effort , to shame ."
2721,0,"every now and then , reviewers are faced with the films that are hard to be properly reviewed ."
2722,0,"in the funniest scene ( and possibly the only funny scene ) of the movie , they take advantage of a live television shoot at a nearby used car lot ."
2723,1,"it's almost depressing to think that music this moving doesn't get made much anymore ."
2724,1,"in some cases , the changes were nothing less than phenomenal , and this can be seen from the comparison shots even before you go into the movie theater ."
2725,1,"the filmed footage and photos are remarkable as they capture the ordeal of the men , day to day life , the affection all felt for their loyal sled dogs , the slow destruction of the endurance and the preparations to get off of the pack ice flow ."
2726,1,"few people imported the video from england and converted to ntsc ( including me ) and for those who hadn't seen the film yet ( i am included here ) , they got quite a treat ."
